"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Age of Mother"	"Age of Mother Code"	"Marital Status"	"Marital Status Code"	"Education"	"Education Code"	Births
	"2009"	"2009"	"May"	"5"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	47
	"2009"	"2009"	"May"	"5"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Unknown/Not on certificate"	"Unk"	154
	"2009"	"2009"	"May"	"5"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Excluded"	"999"	2285
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Married"	"1"	"8th grade or less"	"1"	267
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Married"	"1"	"9th through 12th grade with no diploma"	"2"	248
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Married"	"1"	"High school graduate or GED completed"	"3"	617
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Married"	"1"	"Some college credit, but not a degree"	"4"	627
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Married"	"1"	"Associate degree (AA, AS)"	"5"	320
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Married"	"1"	"Bachelor's degree (BA, AB, BS)"	"6"	1375
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Married"	"1"	"Master's degree (MA, MS)"	"7"	620
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Married"	"1"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	279
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Married"	"1"	"Unknown/Not on certificate"	"Unk"	169
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Married"	"1"	"Excluded"	"999"	2308
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Unmarried"	"2"	"8th grade or less"	"1"	134
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Unmarried"	"2"	"9th through 12th grade with no diploma"	"2"	196
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Unmarried"	"2"	"High school graduate or GED completed"	"3"	317
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Some college credit, but not a degree"	"4"	268
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Associate degree (AA, AS)"	"5"	104
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Bachelor's degree (BA, AB, BS)"	"6"	160
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Master's degree (MA, MS)"	"7"	83
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	34
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Unknown/Not on certificate"	"Unk"	33
	"2009"	"2009"	"May"	"5"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Excluded"	"999"	614
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Married"	"1"	"8th grade or less"	"1"	18
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Married"	"1"	"9th through 12th grade with no diploma"	"2"	15
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Married"	"1"	"High school graduate or GED completed"	"3"	39
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Married"	"1"	"Some college credit, but not a degree"	"4"	41
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Married"	"1"	"Associate degree (AA, AS)"	"5"	24
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Married"	"1"	"Bachelor's degree (BA, AB, BS)"	"6"	99
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Married"	"1"	"Master's degree (MA, MS)"	"7"	51
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Married"	"1"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	19
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Married"	"1"	"Unknown/Not on certificate"	"Unk"	15
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Married"	"1"	"Excluded"	"999"	183
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Unmarried"	"2"	"8th grade or less"	"1"	8
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Unmarried"	"2"	"9th through 12th grade with no diploma"	"2"	6
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Unmarried"	"2"	"High school graduate or GED completed"	"3"	17
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Some college credit, but not a degree"	"4"	7
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Associate degree (AA, AS)"	"5"	3
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Bachelor's degree (BA, AB, BS)"	"6"	14
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Master's degree (MA, MS)"	"7"	9
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	8
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Unknown/Not on certificate"	"Unk"	5
	"2009"	"2009"	"May"	"5"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Excluded"	"999"	37
	"2009"	"2009"	"May"	"5"	"50-54 years"	"50-54"	"Married"	"1"	"8th grade or less"	"1"	1
	"2009"	"2009"	"May"	"5"	"50-54 years"	"50-54"	"Married"	"1"	"High school graduate or GED completed"	"3"	1
	"2009"	"2009"	"May"	"5"	"50-54 years"	"50-54"	"Married"	"1"	"Some college credit, but not a degree"	"4"	4
	"2009"	"2009"	"May"	"5"	"50-54 years"	"50-54"	"Married"	"1"	"Associate degree (AA, AS)"	"5"	4
	"2009"	"2009"	"May"	"5"	"50-54 years"	"50-54"	"Married"	"1"	"Bachelor's degree (BA, AB, BS)"	"6"	10
	"2009"	"2009"	"May"	"5"	"50-54 years"	"50-54"	"Married"	"1"	"Master's degree (MA, MS)"	"7"	5
	"2009"	"2009"	"May"	"5"	"50-54 years"	"50-54"	"Married"	"1"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	2
	"2009"	"2009"	"May"	"5"	"50-54 years"	"50-54"	"Married"	"1"	"Unknown/Not on certificate"	"Unk"	5
	"2009"	"2009"	"May"	"5"	"50-54 years"	"50-54"	"Married"	"1"	"Excluded"	"999"	15
	"2009"	"2009"	"May"	"5"	"50-54 years"	"50-54"	"Unmarried"	"2"	"8th grade or less"	"1"	1
	"2009"	"2009"	"May"	"5"	"50-54 years"	"50-54"	"Unmarried"	"2"	"9th through 12th grade with no diploma"	"2"	2
	"2009"	"2009"	"May"	"5"	"50-54 years"	"50-54"	"Unmarried"	"2"	"Unknown/Not on certificate"	"Unk"	1
	"2009"	"2009"	"May"	"5"	"50-54 years"	"50-54"	"Unmarried"	"2"	"Excluded"	"999"	2
	"2009"	"2009"	"June"	"6"	"Under 15 years"	"15"	"Married"	"1"	"8th grade or less"	"1"	2
	"2009"	"2009"	"June"	"6"	"Under 15 years"	"15"	"Married"	"1"	"9th through 12th grade with no diploma"	"2"	3
	"2009"	"2009"	"June"	"6"	"Under 15 years"	"15"	"Unmarried"	"2"	"8th grade or less"	"1"	177
	"2009"	"2009"	"June"	"6"	"Under 15 years"	"15"	"Unmarried"	"2"	"9th through 12th grade with no diploma"	"2"	87
	"2009"	"2009"	"June"	"6"	"Under 15 years"	"15"	"Unmarried"	"2"	"High school graduate or GED completed"	"3"	1
	"2009"	"2009"	"June"	"6"	"Under 15 years"	"15"	"Unmarried"	"2"	"Unknown/Not on certificate"	"Unk"	6
	"2009"	"2009"	"June"	"6"	"Under 15 years"	"15"	"Unmarried"	"2"	"Excluded"	"999"	147
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Married"	"1"	"8th grade or less"	"1"	219
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Married"	"1"	"9th through 12th grade with no diploma"	"2"	1141
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Married"	"1"	"High school graduate or GED completed"	"3"	1283
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Married"	"1"	"Some college credit, but not a degree"	"4"	391
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Married"	"1"	"Associate degree (AA, AS)"	"5"	22
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Married"	"1"	"Bachelor's degree (BA, AB, BS)"	"6"	2
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Married"	"1"	"Unknown/Not on certificate"	"Unk"	42
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Married"	"1"	"Excluded"	"999"	1400
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Unmarried"	"2"	"8th grade or less"	"1"	934
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Unmarried"	"2"	"9th through 12th grade with no diploma"	"2"	9538
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Unmarried"	"2"	"High school graduate or GED completed"	"3"	6930
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Unmarried"	"2"	"Some college credit, but not a degree"	"4"	1665
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Unmarried"	"2"	"Associate degree (AA, AS)"	"5"	47
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Unmarried"	"2"	"Bachelor's degree (BA, AB, BS)"	"6"	5
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Unmarried"	"2"	"Unknown/Not on certificate"	"Unk"	314
	"2009"	"2009"	"June"	"6"	"15-19 years"	"15-19"	"Unmarried"	"2"	"Excluded"	"999"	9737
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Married"	"1"	"8th grade or less"	"1"	1099
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Married"	"1"	"9th through 12th grade with no diploma"	"2"	3070
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Married"	"1"	"High school graduate or GED completed"	"3"	7723
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Married"	"1"	"Some college credit, but not a degree"	"4"	6173
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Married"	"1"	"Associate degree (AA, AS)"	"5"	1597
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Married"	"1"	"Bachelor's degree (BA, AB, BS)"	"6"	1831
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Married"	"1"	"Master's degree (MA, MS)"	"7"	135
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Married"	"1"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	11
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Married"	"1"	"Unknown/Not on certificate"	"Unk"	380
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Married"	"1"	"Excluded"	"999"	10094
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Unmarried"	"2"	"8th grade or less"	"1"	1634
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Unmarried"	"2"	"9th through 12th grade with no diploma"	"2"	7690
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Unmarried"	"2"	"High school graduate or GED completed"	"3"	13628
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Unmarried"	"2"	"Some college credit, but not a degree"	"4"	8454
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Unmarried"	"2"	"Associate degree (AA, AS)"	"5"	1166
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Unmarried"	"2"	"Bachelor's degree (BA, AB, BS)"	"6"	686
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Unmarried"	"2"	"Master's degree (MA, MS)"	"7"	34
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Unmarried"	"2"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	11
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Unmarried"	"2"	"Unknown/Not on certificate"	"Unk"	583
	"2009"	"2009"	"June"	"6"	"20-24 years"	"20-24"	"Unmarried"	"2"	"Excluded"	"999"	17893
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Married"	"1"	"8th grade or less"	"1"	1753
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Married"	"1"	"9th through 12th grade with no diploma"	"2"	2922
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Married"	"1"	"High school graduate or GED completed"	"3"	8564
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Married"	"1"	"Some college credit, but not a degree"	"4"	9237
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Married"	"1"	"Associate degree (AA, AS)"	"5"	4611
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Married"	"1"	"Bachelor's degree (BA, AB, BS)"	"6"	11647
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Married"	"1"	"Master's degree (MA, MS)"	"7"	3503
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Married"	"1"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	579
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Married"	"1"	"Unknown/Not on certificate"	"Unk"	799
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Married"	"1"	"Excluded"	"999"	22545
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Unmarried"	"2"	"8th grade or less"	"1"	1700
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Unmarried"	"2"	"9th through 12th grade with no diploma"	"2"	4049
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Unmarried"	"2"	"High school graduate or GED completed"	"3"	7229
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Unmarried"	"2"	"Some college credit, but not a degree"	"4"	5171
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Unmarried"	"2"	"Associate degree (AA, AS)"	"5"	1400
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Unmarried"	"2"	"Bachelor's degree (BA, AB, BS)"	"6"	1351
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Unmarried"	"2"	"Master's degree (MA, MS)"	"7"	202
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Unmarried"	"2"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	39
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Unmarried"	"2"	"Unknown/Not on certificate"	"Unk"	391
	"2009"	"2009"	"June"	"6"	"25-29 years"	"25-29"	"Unmarried"	"2"	"Excluded"	"999"	11130
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Married"	"1"	"8th grade or less"	"1"	1645
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Married"	"1"	"9th through 12th grade with no diploma"	"2"	1958
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Married"	"1"	"High school graduate or GED completed"	"3"	5576
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Married"	"1"	"Some college credit, but not a degree"	"4"	6393
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Married"	"1"	"Associate degree (AA, AS)"	"5"	3719
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Married"	"1"	"Bachelor's degree (BA, AB, BS)"	"6"	13309
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Married"	"1"	"Master's degree (MA, MS)"	"7"	6644
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Married"	"1"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	1857
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Married"	"1"	"Unknown/Not on certificate"	"Unk"	922
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Married"	"1"	"Excluded"	"999"	22945
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Unmarried"	"2"	"8th grade or less"	"1"	1268
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Unmarried"	"2"	"9th through 12th grade with no diploma"	"2"	1839
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Unmarried"	"2"	"High school graduate or GED completed"	"3"	3261
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Unmarried"	"2"	"Some college credit, but not a degree"	"4"	2378
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Unmarried"	"2"	"Associate degree (AA, AS)"	"5"	826
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Unmarried"	"2"	"Bachelor's degree (BA, AB, BS)"	"6"	895
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Unmarried"	"2"	"Master's degree (MA, MS)"	"7"	252
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Unmarried"	"2"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	60
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Unmarried"	"2"	"Unknown/Not on certificate"	"Unk"	253
	"2009"	"2009"	"June"	"6"	"30-34 years"	"30-34"	"Unmarried"	"2"	"Excluded"	"999"	5474
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Married"	"1"	"8th grade or less"	"1"	946
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Married"	"1"	"9th through 12th grade with no diploma"	"2"	949
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Married"	"1"	"High school graduate or GED completed"	"3"	2706
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Married"	"1"	"Some college credit, but not a degree"	"4"	2891
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Married"	"1"	"Associate degree (AA, AS)"	"5"	1691
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Married"	"1"	"Bachelor's degree (BA, AB, BS)"	"6"	6435
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Married"	"1"	"Master's degree (MA, MS)"	"7"	3390
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Married"	"1"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	1295
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Married"	"1"	"Unknown/Not on certificate"	"Unk"	536
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Married"	"1"	"Excluded"	"999"	11227
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Unmarried"	"2"	"8th grade or less"	"1"	603
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Unmarried"	"2"	"9th through 12th grade with no diploma"	"2"	736
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Unmarried"	"2"	"High school graduate or GED completed"	"3"	1410
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Some college credit, but not a degree"	"4"	980
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Associate degree (AA, AS)"	"5"	414
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Bachelor's degree (BA, AB, BS)"	"6"	564
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Master's degree (MA, MS)"	"7"	173
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	49
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Unknown/Not on certificate"	"Unk"	132
	"2009"	"2009"	"June"	"6"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Excluded"	"999"	2404
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Married"	"1"	"8th grade or less"	"1"	266
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Married"	"1"	"9th through 12th grade with no diploma"	"2"	233
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Married"	"1"	"High school graduate or GED completed"	"3"	623
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Married"	"1"	"Some college credit, but not a degree"	"4"	623
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Married"	"1"	"Associate degree (AA, AS)"	"5"	327
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Married"	"1"	"Bachelor's degree (BA, AB, BS)"	"6"	1290
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Married"	"1"	"Master's degree (MA, MS)"	"7"	599
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Married"	"1"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	278
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Married"	"1"	"Unknown/Not on certificate"	"Unk"	160
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Married"	"1"	"Excluded"	"999"	2289
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Unmarried"	"2"	"8th grade or less"	"1"	134
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Unmarried"	"2"	"9th through 12th grade with no diploma"	"2"	167
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Unmarried"	"2"	"High school graduate or GED completed"	"3"	335
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Some college credit, but not a degree"	"4"	213
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Associate degree (AA, AS)"	"5"	78
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Bachelor's degree (BA, AB, BS)"	"6"	169
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Master's degree (MA, MS)"	"7"	69
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	33
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Unknown/Not on certificate"	"Unk"	56
	"2009"	"2009"	"June"	"6"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Excluded"	"999"	605
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Married"	"1"	"8th grade or less"	"1"	18
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Married"	"1"	"9th through 12th grade with no diploma"	"2"	9
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Married"	"1"	"High school graduate or GED completed"	"3"	33
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Married"	"1"	"Some college credit, but not a degree"	"4"	48
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Married"	"1"	"Associate degree (AA, AS)"	"5"	15
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Married"	"1"	"Bachelor's degree (BA, AB, BS)"	"6"	90
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Married"	"1"	"Master's degree (MA, MS)"	"7"	34
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Married"	"1"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	18
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Married"	"1"	"Unknown/Not on certificate"	"Unk"	18
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Married"	"1"	"Excluded"	"999"	173
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Unmarried"	"2"	"8th grade or less"	"1"	4
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Unmarried"	"2"	"9th through 12th grade with no diploma"	"2"	5
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Unmarried"	"2"	"High school graduate or GED completed"	"3"	12
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Some college credit, but not a degree"	"4"	15
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Associate degree (AA, AS)"	"5"	5
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Bachelor's degree (BA, AB, BS)"	"6"	8
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Master's degree (MA, MS)"	"7"	9
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	3
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Unknown/Not on certificate"	"Unk"	2
	"2009"	"2009"	"June"	"6"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Excluded"	"999"	31
	"2009"	"2009"	"June"	"6"	"50-54 years"	"50-54"	"Married"	"1"	"8th grade or less"	"1"	1
	"2009"	"2009"	"June"	"6"	"50-54 years"	"50-54"	"Married"	"1"	"9th through 12th grade with no diploma"	"2"	3
	"2009"	"2009"	"June"	"6"	"50-54 years"	"50-54"	"Married"	"1"	"High school graduate or GED completed"	"3"	2
	"2009"	"2009"	"June"	"6"	"50-54 years"	"50-54"	"Married"	"1"	"Some college credit, but not a degree"	"4"	3
	"2009"	"2009"	"June"	"6"	"50-54 years"	"50-54"	"Married"	"1"	"Associate degree (AA, AS)"	"5"	5
	"2009"	"2009"	"June"	"6"	"50-54 years"	"50-54"	"Married"	"1"	"Bachelor's degree (BA, AB, BS)"	"6"	2
	"2009"	"2009"	"June"	"6"	"50-54 years"	"50-54"	"Married"	"1"	"Master's degree (MA, MS)"	"7"	5
	"2009"	"2009"	"June"	"6"	"50-54 years"	"50-54"	"Married"	"1"	"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	4
	"2009"	"2009"	"June"	"6"	"50-54 years"	"50-54"	"Married"	"1"	"Unknown/Not on certificate"	"Unk"	14
	"2009"	"2009"	"June"	"6"	"50-54 years"	"50-54"	"Married"	"1"	"Excluded"	"999"	12
	"2009"	"2009"	"June"	"6"	"50-54 years"	"50-54"	"Unmarried"	"2"	"Associate degree (AA, AS)"	"5"	1
